0.268421	52678.9	0.815479
0.269424	52678.9	0.840935
0.270426	52678.9	0.857355
0.271429	52678.9	0.869871
0.272431	52678.9	0.880111
0.273434	52678.9	0.888781
0.274436	52678.9	0.896294
0.275439	52678.9	0.902853
0.276441	52678.9	0.908751
0.277444	52678.9	0.913993
0.278446	52678.9	0.918755
0.279449	52678.9	0.92308
0.280451	52678.9	0.927056
0.281454	52678.9	0.930664
0.282456	52678.9	0.934023
0.283459	52678.9	0.937069
0.284461	52678.9	0.939907
0.285464	52678.9	0.94255
0.286466	52678.9	0.945013
0.287469	52678.9	0.947275
0.288471	52678.9	0.949382
0.289474	52678.9	0.951376
0.290476	52678.9	0.953205
0.291479	52678.9	0.954937
0.292481	52678.9	0.95655
0.293484	52678.9	0.958077
0.294486	52678.9	0.9595
0.295489	52678.9	0.960825
0.296491	52678.9	0.96208
0.297494	52678.9	0.96325
0.298496	52678.9	0.964358
0.299499	52678.9	0.96539
0.300501	52678.9	0.966385
0.301504	52678.9	0.967295
0.302506	52678.9	0.968173
0.303509	52678.9	0.968991
0.304511	52678.9	0.969752
0.305514	52678.9	0.970487
0.306516	52678.9	0.971172
0.307519	52678.9	0.971821
0.308521	52678.9	0.972436
0.309524	52678.9	0.97302
0.310526	52678.9	0.973563
0.311529	52678.9	0.974078
0.312531	52678.9	0.974567
0.313534	52678.9	0.975031
0.314536	52678.9	0.975471
0.315539	52678.9	0.975881
0.316541	52678.9	0.976277
0.317544	52678.9	0.976646
0.318546	52678.9	0.976997
0.319549	52678.9	0.977329
0.320551	52678.9	0.977645
0.321554	52678.9	0.977945
0.322556	52678.9	0.97823
0.323559	52678.9	0.978501
0.324561	52678.9	0.978752
0.325564	52678.9	0.978997
0.326566	52678.9	0.979224
0.327569	52678.9	0.979445
0.328571	52678.9	0.979651
0.329574	52678.9	0.979846
0.330576	52678.9	0.980032
0.331579	52678.9	0.980213
0.332581	52678.9	0.980382
0.333584	52678.9	0.980542
0.334586	52678.9	0.980694
0.335589	52678.9	0.98084
0.336591	52678.9	0.980978
0.337594	52678.9	0.981107
0.338596	52678.9	0.981233
0.339599	52678.9	0.981353
0.340602	52678.9	0.981468
0.341604	52678.9	0.981577
0.342607	52678.9	0.981679
0.343609	52678.9	0.981778
0.344612	52678.9	0.981874
0.345614	52678.9	0.981962
0.346617	52678.9	0.982049
0.347619	52678.9	0.982131
0.348622	52678.9	0.98221
0.349624	52678.9	0.982286
0.350627	52678.9	0.982357
0.351629	52678.9	0.982427
0.352632	52678.9	0.982493
0.353634	52678.9	0.982557
0.354637	52678.9	0.982617
0.355639	52678.9	0.982675
0.356642	52678.9	0.982732
0.357644	52678.9	0.982785
0.358647	52678.9	0.982838
0.359649	52678.9	0.982887
0.360652	52678.9	0.982934
0.361654	52678.9	0.982981
0.362657	52678.9	0.983025
0.363659	52678.9	0.983068
0.364662	52678.9	0.98311
0.365664	52678.9	0.983149
0.366667	52678.9	0.983188
0.367669	52678.9	0.983225
0.368672	52678.9	0.983261
0.369674	52678.9	0.983296
0.370677	52678.9	0.98333
0.371679	52678.9	0.983363
0.372682	52678.9	0.983394
0.373684	52678.9	0.983424
0.374687	52678.9	0.983455
0.375689	52678.9	0.983483
0.376692	52678.9	0.983511
0.377694	52678.9	0.983539
0.378697	52678.9	0.983566
0.379699	52678.9	0.983591
0.380702	52678.9	0.983616
0.381704	52678.9	0.983641
0.382707	52678.9	0.983665
0.383709	52678.9	0.983688
0.384712	52678.9	0.983711
0.385714	52678.9	0.983733
0.386717	52678.9	0.983755
0.387719	52678.9	0.983776
0.388722	52678.9	0.983797
0.389724	52678.9	0.983817
0.390727	52678.9	0.983837
0.391729	52678.9	0.983856
0.392732	52678.9	0.983875
0.393734	52678.9	0.983894
0.394737	52678.9	0.983912
0.395739	52678.9	0.98393
0.396742	52678.9	0.983948
0.397744	52678.9	0.983965
0.398747	52678.9	0.983982
0.399749	52678.9	0.983998
0.400752	52678.9	0.984015
0.401754	52678.9	0.984031
0.402757	52678.9	0.984047
0.403759	52678.9	0.984062
0.404762	52678.9	0.984077
0.405764	52678.9	0.984092
0.406767	52678.9	0.984107
0.407769	52678.9	0.984122
0.408772	52678.9	0.984136
0.409774	52678.9	0.98415
0.410777	52678.9	0.984164
0.411779	52678.9	0.984178
0.412782	52678.9	0.984191
0.413784	52678.9	0.984205
0.414787	52678.9	0.984218
0.415789	52678.9	0.984231
0.416792	52678.9	0.984243
0.417794	52678.9	0.984256
0.418797	52678.9	0.984268
0.419799	52678.9	0.984281
0.420802	52678.9	0.984293
0.421805	52678.9	0.984304
0.422807	52678.9	0.984316
0.42381	52678.9	0.984328
0.424812	52678.9	0.984339
0.425815	52678.9	0.98435
0.426817	52678.9	0.984362
0.42782	52678.9	0.984373
0.428822	52678.9	0.984384
0.429825	52678.9	0.984394
0.430827	52678.9	0.984405
0.43183	52678.9	0.984415
0.432832	52678.9	0.984426
0.433835	52678.9	0.984436
0.434837	52678.9	0.984446
0.43584	52678.9	0.984456
0.436842	52678.9	0.984466
0.437845	52678.9	0.984476
0.438847	52678.9	0.984485
0.43985	52678.9	0.984495
0.440852	52678.9	0.984505
0.441855	52678.9	0.984514
0.442857	52678.9	0.984523
0.44386	52678.9	0.984532
0.444862	52678.9	0.984541
0.445865	52678.9	0.98455
0.446867	52678.9	0.984559
0.44787	52678.9	0.984567
0.448872	52678.9	0.984576
0.449875	52678.9	0.984584
0.450877	52678.9	0.984593
0.45188	52678.9	0.984601
0.452882	52678.9	0.984609
0.453885	52678.9	0.984617
0.454887	52678.9	0.984625
0.45589	52678.9	0.984633
0.456892	52678.9	0.984641
0.457895	52678.9	0.984649
0.458897	52678.9	0.984656
0.4599	52678.9	0.984664
0.460902	52678.9	0.984671
0.461905	52678.9	0.984679
0.462907	52678.9	0.984686
0.46391	52678.9	0.984693
0.464912	52678.9	0.9847
0.465915	52678.9	0.984707
0.466917	52678.9	0.984714
0.46792	52678.9	0.984721
0.468922	52678.9	0.984728
0.469925	52678.9	0.984734
0.470927	52678.9	0.984741
0.47193	52678.9	0.984747
0.472932	52678.9	0.984754
0.473935	52678.9	0.98476
0.474937	52678.9	0.984767
0.47594	52678.9	0.984773
0.476942	52678.9	0.984779
0.477945	52678.9	0.984785
0.478947	52678.9	0.984791
0.47995	52678.9	0.984797
0.480952	52678.9	0.984802
0.481955	52678.9	0.984808
0.482957	52678.9	0.984814
0.48396	52678.9	0.98482
0.484962	52678.9	0.984825
0.485965	52678.9	0.984831
0.486967	52678.9	0.984836
0.48797	52678.9	0.984841
0.488972	52678.9	0.984847
0.489975	52678.9	0.984852
0.490977	52678.9	0.984857
0.49198	52678.9	0.984862
0.492982	52678.9	0.984867
0.493985	52678.9	0.984872
0.494987	52678.9	0.984877
0.49599	52678.9	0.984881
0.496992	52678.9	0.984886
0.497995	52678.9	0.984891
0.498997	52678.9	0.984895
0.5	52678.9	0.9849
